Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_NA3346AA	IBESS962	ERR3331207;ILLUMINA;Paired;75;ERX3355922;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Sri Lanka	PRJEB32617	ERP115319		SAMEA5615558	ERS3419742	2019-07-01	2019-06-30	ESC_NA3346AA	NaN	1503	ST152 Cplx			11	63	7	1	14	7	147
ESC_NA3347AA	IBESS961	ERR3331206;ILLUMINA;Paired;75;ERX3355921;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Belgium	PRJEB32617	ERP115319		SAMEA5615557	ERS3419741	2019-07-01	2019-06-30	ESC_NA3347AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3348AA	IBESS960	ERR3331205;ILLUMINA;Paired;75;ERX3355920;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615556	ERS3419740	2019-07-01	2019-06-30	ESC_NA3348AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3349AA	IBESS959	ERR3331204;ILLUMINA;Paired;75;ERX3355919;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		Sf6			S. flexneri		travel to South Africa	PRJEB32617	ERP115319		SAMEA5615555	ERS3419739	2019-07-01	2019-06-30	ESC_NA3349AA	NaN	145	ST243 Cplx	B1		1	10	1	1	1	1	1
ESC_NA3350AA	IBESS951	ERR3331203;ILLUMINA;Paired;75;ERX3355918;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		Sf6			S. flexneri		travel to South Africa	PRJEB32617	ERP115319		SAMEA5615554	ERS3419738	2019-07-01	2019-06-30	ESC_NA3350AA	NaN	145	ST243 Cplx	B1		1	10	1	1	1	1	1
ESC_NA3351AA	IBESS950	ERR3331202;ILLUMINA;Paired;75;ERX3355917;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Morocco	PRJEB32617	ERP115319		SAMEA5615553	ERS3419737	2019-07-01	2019-06-30	ESC_NA3351AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3352AA	IBESS949	ERR3331201;ILLUMINA;Paired;75;ERX3355916;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Indonesia	PRJEB32617	ERP115319		SAMEA5615552	ERS3419736	2019-07-01	2019-06-30	ESC_NA3352AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3353AA	IBESS945	ERR3331200;ILLUMINA;Paired;75;ERX3355915;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a			S. flexneri			PRJEB32617	ERP115319		SAMEA5615551	ERS3419735	2019-07-01	2019-06-30	ESC_NA3353AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3354AA	IBESS944	ERR3331199;ILLUMINA;Paired;75;ERX3355914;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Morocco	PRJEB32617	ERP115319		SAMEA5615550	ERS3419734	2019-07-01	2019-06-30	ESC_NA3354AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3355AA	IBESS935	ERR3331197;ILLUMINA;Paired;75;ERX3355912;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		Sf6			S. flexneri		travel to Morocco	PRJEB32617	ERP115319		SAMEA5615548	ERS3419732	2019-07-01	2019-06-30	ESC_NA3355AA	NaN	145	ST243 Cplx	B1		1	10	1	1	1	1	1
ESC_NA3356AA	IBESS934	ERR3331196;ILLUMINA;Paired;75;ERX3355911;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615547	ERS3419731	2019-07-01	2019-06-30	ESC_NA3356AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3357AA	IBESS924	ERR3331195;ILLUMINA;Paired;75;ERX3355910;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		1c					travel to Spain	PRJEB32617	ERP115319		SAMEA5615546	ERS3419730	2019-07-01	2019-06-30	ESC_NA3357AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3358AA	IBESS913	ERR3331194;ILLUMINA;Paired;75;ERX3355909;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a			S. flexneri			PRJEB32617	ERP115319		SAMEA5615545	ERS3419729	2019-07-01	2019-06-30	ESC_NA3358AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3359AA	IBESS908	ERR3331192;ILLUMINA;Paired;75;ERX3355907;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Egypt	PRJEB32617	ERP115319		SAMEA5615543	ERS3419727	2019-07-01	2019-06-30	ESC_NA3359AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3360AA	IBESS903	ERR3331189;ILLUMINA;Paired;75;ERX3355904;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Kenya	PRJEB32617	ERP115319		SAMEA5615540	ERS3419724	2019-07-01	2019-06-30	ESC_NA3360AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3361AA	IBESS933	ERR3331188;ILLUMINA;Paired;75;ERX3355903;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615539	ERS3419723	2019-07-01	2019-06-30	ESC_NA3361AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3362AA	IBESS932	ERR3331187;ILLUMINA;Paired;75;ERX3355902;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a						PRJEB32617	ERP115319		SAMEA5615538	ERS3419722	2019-07-01	2019-06-30	ESC_NA3362AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3363AA	IBESS931	ERR3331186;ILLUMINA;Paired;75;ERX3355901;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		1c					travel to India	PRJEB32617	ERP115319		SAMEA5615537	ERS3419721	2019-07-01	2019-06-30	ESC_NA3363AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3364AA	IBESS922	ERR3331185;ILLUMINA;Paired;75;ERX3355900;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to France	PRJEB32617	ERP115319		SAMEA5615536	ERS3419720	2019-07-01	2019-06-30	ESC_NA3364AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3365AA	IBESS912	ERR3331184;ILLUMINA;Paired;75;ERX3355899;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Egypt	PRJEB32617	ERP115319		SAMEA5615535	ERS3419719	2019-07-01	2019-06-30	ESC_NA3365AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3366AA	IBESS899	ERR3331181;ILLUMINA;Paired;75;ERX3355896;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		Y						PRJEB32617	ERP115319		SAMEA5615532	ERS3419716	2019-07-01	2019-06-30	ESC_NA3366AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3367AA	IBESS896	ERR3331180;ILLUMINA;Paired;75;ERX3355895;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615531	ERS3419715	2019-07-01	2019-06-30	ESC_NA3367AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3368AA	IBESS895	ERR3331179;ILLUMINA;Paired;75;ERX3355894;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to India, Thailand	PRJEB32617	ERP115319		SAMEA5615530	ERS3419714	2019-07-01	2019-06-30	ESC_NA3368AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3369AA	IBESS892	ERR3331178;ILLUMINA;Paired;75;ERX3355893;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Curacao	PRJEB32617	ERP115319		SAMEA5615529	ERS3419713	2019-07-01	2019-06-30	ESC_NA3369AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3370AA	IBESS880	ERR3331176;ILLUMINA;Paired;75;ERX3355891;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Senegal	PRJEB32617	ERP115319		SAMEA5615527	ERS3419711	2019-07-01	2019-06-30	ESC_NA3370AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3371AA	IBESS874	ERR3331175;ILLUMINA;Paired;75;ERX3355890;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615526	ERS3419710	2019-07-01	2019-06-30	ESC_NA3371AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3372AA	IBESS873	ERR3331174;ILLUMINA;Paired;75;ERX3355889;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a						PRJEB32617	ERP115319		SAMEA5615525	ERS3419709	2019-07-01	2019-06-30	ESC_NA3372AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3373AA	IBESS862	ERR3331173;ILLUMINA;Paired;75;ERX3355888;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a			S. flexneri			PRJEB32617	ERP115319		SAMEA5615524	ERS3419708	2019-07-01	2019-06-30	ESC_NA3373AA	NaN	6917	ST245 Cplx			6	61	6	11	13	522	50
ESC_NA3374AA	IBESS855	ERR3331170;ILLUMINA;Paired;75;ERX3355885;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Ethiopia	PRJEB32617	ERP115319		SAMEA5615521	ERS3419705	2019-07-01	2019-06-30	ESC_NA3374AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3375AA	IBESS847	ERR3331168;ILLUMINA;Paired;75;ERX3355883;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Tanzania	PRJEB32617	ERP115319		SAMEA5615519	ERS3419703	2019-07-01	2019-06-30	ESC_NA3375AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3376AA	IBESS846	ERR3331167;ILLUMINA;Paired;75;ERX3355882;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a						PRJEB32617	ERP115319		SAMEA5615518	ERS3419702	2019-07-01	2019-06-30	ESC_NA3376AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3377AA	IBESS838	ERR3331166;ILLUMINA;Paired;75;ERX3355881;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615517	ERS3419701	2019-07-01	2019-06-30	ESC_NA3377AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3378AA	IBESS837	ERR3331165;ILLUMINA;Paired;75;ERX3355880;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a						PRJEB32617	ERP115319		SAMEA5615516	ERS3419700	2019-07-01	2019-06-30	ESC_NA3378AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3379AA	IBESS836	ERR3331164;ILLUMINA;Paired;75;ERX3355879;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		4av					travel to Eritrea	PRJEB32617	ERP115319		SAMEA5615515	ERS3419699	2019-07-01	2019-06-30	ESC_NA3379AA	NaN	8878	ST245 Cplx	ABD		135	61	6	11	13	3	50
ESC_NA3381AA	IBESS820	ERR3331160;ILLUMINA;Paired;75;ERX3355875;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to India	PRJEB32617	ERP115319		SAMEA5615511	ERS3419695	2019-07-01	2019-06-30	ESC_NA3381AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3382AA	IBESS819	ERR3331159;ILLUMINA;Paired;75;ERX3355874;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615510	ERS3419694	2019-07-01	2019-06-30	ESC_NA3382AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3385AA	IBESS813	ERR3331156;ILLUMINA;Paired;75;ERX3355871;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Afghanistan	PRJEB32617	ERP115319		SAMEA5615507	ERS3419691	2019-07-01	2019-06-30	ESC_NA3385AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3386AA	IBESS809	ERR3331155;ILLUMINA;Paired;75;ERX3355870;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a					travel to Madagascar	PRJEB32617	ERP115319		SAMEA5615506	ERS3419690	2019-07-01	2019-06-30	ESC_NA3386AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3387AA	IBESS801	ERR3331154;ILLUMINA;Paired;75;ERX3355869;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Cape Verde	PRJEB32617	ERP115319		SAMEA5615505	ERS3419689	2019-07-01	2019-06-30	ESC_NA3387AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3388AA	IBESS790	ERR3331152;ILLUMINA;Paired;75;ERX3355867;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Nepal	PRJEB32617	ERP115319		SAMEA5615503	ERS3419687	2019-07-01	2019-06-30	ESC_NA3388AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3389AA	IBESS789	ERR3331151;ILLUMINA;Paired;75;ERX3355866;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Nepal	PRJEB32617	ERP115319		SAMEA5615502	ERS3419686	2019-07-01	2019-06-30	ESC_NA3389AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3390AA	IBESS787	ERR3331150;ILLUMINA;Paired;75;ERX3355865;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615501	ERS3419685	2019-07-01	2019-06-30	ESC_NA3390AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3391AA	IBESS775	ERR3331149;ILLUMINA;Paired;75;ERX3355864;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		Yv					travel to India	PRJEB32617	ERP115319		SAMEA5615500	ERS3419684	2019-07-01	2019-06-30	ESC_NA3391AA	NaN	628	ST245 Cplx			6	61	6	11	13	3	55
ESC_NA3392AA	IBESS749	ERR3331147;ILLUMINA;Paired;75;ERX3355862;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615498	ERS3419682	2019-07-01	2019-06-30	ESC_NA3392AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3393AA	IBESS736	ERR3331146;ILLUMINA;Paired;75;ERX3355861;SRA				2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a						PRJEB32617	ERP115319		SAMEA5615497	ERS3419681	2019-07-01	2019-06-30	ESC_NA3393AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3394AA	IBESS728	ERR3331145;ILLUMINA;Paired;75;ERX3355860;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615496	ERS3419680	2019-07-01	2019-06-30	ESC_NA3394AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3395AA	IBESS723	ERR3331144;ILLUMINA;Paired;75;ERX3355859;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a						PRJEB32617	ERP115319		SAMEA5615495	ERS3419679	2019-07-01	2019-06-30	ESC_NA3395AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3396AA	IBESS722	ERR3331143;ILLUMINA;Paired;75;ERX3355858;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a			S. flexneri			PRJEB32617	ERP115319		SAMEA5615494	ERS3419678	2019-07-01	2019-06-30	ESC_NA3396AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3397AA	IBESS721	ERR3331142;ILLUMINA;Paired;75;ERX3355857;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Cuba	PRJEB32617	ERP115319		SAMEA5615493	ERS3419677	2019-07-01	2019-06-30	ESC_NA3397AA	NaN	5517	ST152 Cplx			11	63	7	1	14	406	7
ESC_NA3398AA	IBESS720	ERR3331141;ILLUMINA;Paired;75;ERX3355856;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Morocco	PRJEB32617	ERP115319		SAMEA5615492	ERS3419676	2019-07-01	2019-06-30	ESC_NA3398AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3399AA	IBESS719	ERR3331140;ILLUMINA;Paired;75;ERX3355855;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a					travel to United Arab Emirates	PRJEB32617	ERP115319		SAMEA5615491	ERS3419675	2019-07-01	2019-06-30	ESC_NA3399AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3400AA	IBESS718	ERR3331139;ILLUMINA;Paired;75;ERX3355854;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		3a					travel to Greece	PRJEB32617	ERP115319		SAMEA5615490	ERS3419674	2019-07-01	2019-06-30	ESC_NA3400AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3401AA	IBESS717	ERR3331138;ILLUMINA;Paired;75;ERX3355853;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615489	ERS3419673	2019-07-01	2019-06-30	ESC_NA3401AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3402AA	IBESS716	ERR3331137;ILLUMINA;Paired;75;ERX3355852;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Jordan	PRJEB32617	ERP115319		SAMEA5615488	ERS3419672	2019-07-01	2019-06-30	ESC_NA3402AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3403AA	IBESS715	ERR3331136;ILLUMINA;Paired;75;ERX3355851;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615487	ERS3419671	2019-07-01	2019-06-30	ESC_NA3403AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3404AA	IBESS714	ERR3331135;ILLUMINA;Paired;75;ERX3355850;SRA	Human	Human		2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Peru	PRJEB32617	ERP115319		SAMEA5615486	ERS3419670	2019-07-01	2019-06-30	ESC_NA3404AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3407AA	IBESS788	ERR3331132;ILLUMINA;Paired;75;ERX3355847;SRA	Human	Human		2017				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to India	PRJEB32617	ERP115319		SAMEA5615483	ERS3419667	2019-07-01	2019-06-30	ESC_NA3407AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3408AA	IBESS765	ERR3331131;ILLUMINA;Paired;75;ERX3355846;SRA	Human	Human		2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Madagascar	PRJEB32617	ERP115319		SAMEA5615482	ERS3419666	2019-07-01	2019-06-30	ESC_NA3408AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3409AA	IBESS764	ERR3331130;ILLUMINA;Paired;75;ERX3355845;SRA	Human	Human		2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Myanmar	PRJEB32617	ERP115319		SAMEA5615481	ERS3419665	2019-07-01	2019-06-30	ESC_NA3409AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3410AA	IBESS753	ERR3331129;ILLUMINA;Paired;75;ERX3355844;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei								PRJEB32617	ERP115319		SAMEA5615480	ERS3419664	2019-07-01	2019-06-30	ESC_NA3410AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3411AA	IBESS96	ERR3331126;ILLUMINA;Paired;75;ERX3355841;SRA	Human	Human		2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Mexico	PRJEB32617	ERP115319		SAMEA5615477	ERS3419661	2019-07-01	2019-06-30	ESC_NA3411AA	NaN	152	ST152 Cplx	B1		11	63	7	1	14	7	7
ESC_NA3412AA	IBESS95	ERR3331125;ILLUMINA;Paired;75;ERX3355840;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella sonnei							travel to Cuba	PRJEB32617	ERP115319		SAMEA5615476	ERS3419660	2019-07-01	2019-06-30	ESC_NA3412AA	NaN	5517	ST152 Cplx			11	63	7	1	14	406	7
ESC_NA3413AA	IBESS84	ERR3331124;ILLUMINA;Paired;75;ERX3355839;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		2a						PRJEB32617	ERP115319		SAMEA5615475	ERS3419659	2019-07-01	2019-06-30	ESC_NA3413AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3414AA	IBESS83	ERR3331123;ILLUMINA;Paired;75;ERX3355838;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		 Y						PRJEB32617	ERP115319		SAMEA5615474	ERS3419658	2019-07-01	2019-06-30	ESC_NA3414AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
ESC_NA3415AA	IBESS82	ERR3331122;ILLUMINA;Paired;75;ERX3355837;SRA				2016				Europe	Netherlands							RIVM - National Institute for Public Health and the Environment	Shigella flexneri		4av					travel to Tanzania	PRJEB32617	ERP115319		SAMEA5615473	ERS3419657	2019-07-01	2019-06-30	ESC_NA3415AA	NaN	245	ST245 Cplx	ABD		6	61	6	11	13	3	50
