Uberstrain,Name,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Comment,Simple Disease,Disease,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Date Entered,Release Date,Barcode,Differences,ST,ST Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_GA4106AA,Sep-19,traces-0qNPFpS;ILLUMINA;Paired;;NA;Uploaded,,,,2009,,,,Europe,France,,,Paris,,,,"F. X. Weill, Institut Pasteur",Shigella dysenteriae,,Sd17,,,,,,,,,,,5/5/17,11/7/17,ESC_GA4106AA,,252,ST148 Cplx,B1,,1,4,1,5,1,1,51
ESC_GA4734AA,201700908,"traces-0ORXeGB;ILLUMINA;Paired;;NA;Uploaded,traces-0lFYAMA;ILLUMINA;Paired;;NA;Uploaded",,,,2017,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf4av,,,S. flexneri,,,,,,,,5/16/17,11/18/17,ESC_GA4734AA,,630,ST245 Cplx,,,6,61,6,11,6,95,7
ESC_GA4736AA,201700267,traces-0DdXNQe;ILLUMINA;Paired;;NA;Uploaded,,,,2016,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Shigella boydii,,Sb11,,,,,,,,,,,5/11/17,11/13/17,ESC_GA4736AA,,5475,ST243 Cplx,B1,,1,692,1,1,1,1,1
ESC_GA4737AA,201701093,traces-0dbzaRE;ILLUMINA;Paired;;NA;Uploaded,,,,2017,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Shigella sonnei,,Ss,,,,,,,,,,,5/11/17,11/13/17,ESC_GA4737AA,,152,ST152 Cplx,B1,,11,63,7,1,14,7,7
ESC_GA4790AA,201607219,traces-0YxhIdX;ILLUMINA;Paired;;NA;Uploaded,,,,2016,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,, Sf3a,,,S. flexneri,,,,,,,,5/16/17,11/18/17,ESC_GA4790AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_GA4791AA,201604534,traces-0yIccKo;ILLUMINA;Paired;;NA;Uploaded,,,,2016,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf2a,,,S. flexneri,,,,,,,,5/16/17,11/18/17,ESC_GA4791AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_GA4792AA,201700501,traces-0ZgKAYo;ILLUMINA;Paired;;NA;Uploaded,,,,2017,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf2b,,,S. flexneri,,,,,,,,5/16/17,11/18/17,ESC_GA4792AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_GA4795AA,201700473,traces-0cJYoZY;ILLUMINA;Paired;;NA;Uploaded,,,,2017,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella boydii,,Sb2,,,S. boydii,,,,,,,,5/16/17,11/18/17,ESC_GA4795AA,,7385,,,,1,10,1,1,1,1,532
ESC_GA4796AA,201700477,traces-0GUCNoA;ILLUMINA;Paired;;NA;Uploaded,,,,2017,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella dysenteriae,,Sd2,,,S. dysenteriae,,,,,,,,5/16/17,11/18/17,ESC_GA4796AA,,147,ST147 Cplx,ABD,,3,59,60,3,3,3,3
ESC_GA4797AA,201608124,traces-0OsNbDe;ILLUMINA;Paired;;NA;Uploaded,,,,2016,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,, Sf3b,,,S. flexneri,,,,,,,,5/16/17,11/18/17,ESC_GA4797AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_GA4799AA,201605364,traces-0XHsrsf;ILLUMINA;Paired;;NA;Uploaded,,,,2016,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf2a,,,S. flexneri,,,,,,,,5/16/17,11/18/17,ESC_GA4799AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_GA4800AA,201610706,traces-0icdpwg;ILLUMINA;Paired;;NA;Uploaded,,,,2016,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,SfX,,,S. flexneri,,,,,,,,5/16/17,11/18/17,ESC_GA4800AA,,245,ST245 Cplx,ABD,,6,61,6,11,13,3,50
ESC_GA4801AA,201700367,traces-0ZkbOXT;ILLUMINA;Paired;;NA;Uploaded,,,,2017,,,,Europe,France,,,,,,,"F.X.Weill, Institut Pasteur",Shigella flexneri,,Sf1b,,,S. flexneri,,,,,,,,5/16/17,11/18/17,ESC_GA4801AA,,7384,ST245 Cplx,,,6,61,6,11,13,563,50
ESC_GA6019AA,Ec27i,traces-0ljsJaW;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6019AA,,388,,B1,,6,4,12,18,24,7,6
ESC_GA6020AA,Ec28397,traces-0QVvCrL;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6020AA,,3,ST20 Cplx,B1,,6,4,3,7,7,7,6
ESC_GA6022AA,Ec25548,traces-0wKzPwC;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6022AA,,7444,ST11 Cplx,,,29,12,8,12,15,567,2
ESC_GA6023AA,Ec25962,traces-0cABDyF;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6023AA,,93,ST168 Cplx,A,,6,11,4,10,7,8,6
ESC_GA6029AA,Ec333,traces-0yuVpie;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6029AA,,117,,ABD,,20,45,41,43,5,32,2
ESC_GA6031AA,Ec27397,traces-0gJtJik;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6031AA,,388,,B1,,6,4,12,18,24,7,6
ESC_GA6032AA,Ec27316,traces-0XLgKLP;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6032AA,,7442,,,,10,1023,4,8,8,8,534
ESC_GA6033AA,Ec26972,traces-0sBPYon;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6033AA,,19,,ABD,,15,16,10,15,18,12,11
ESC_GA6036AA,Ec26724,traces-0hfcBnN;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6036AA,,29,ST29 Cplx,B1,,6,4,12,16,9,7,7
ESC_GA6044AA,Ec27315,traces-0BFSCKg;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6044AA,,7442,,,,10,1023,4,8,8,8,534
ESC_GA6046AA,Ec26125,traces-0AIjpOm;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6046AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_GA6047AA,Ec26121,traces-0jnXVaw;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6047AA,,93,ST168 Cplx,A,,6,11,4,10,7,8,6
ESC_GA6048AA,Ec2714,traces-0nYqSCm;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6048AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_GA6049AA,Ec14196,traces-0tWfDMI;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6049AA,,28,ST28 Cplx,ABD,,13,21,13,22,17,14,15
ESC_GA6050AA,Ec25294,traces-0dzzMQi;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6050AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_GA6051AA,Ec25077,traces-0juNYYI;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6051AA,,34,ST10 Cplx,A,,10,11,4,1,8,8,2
ESC_GA6052AA,Ec1941,traces-0KAnazQ;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6052AA,,19,,ABD,,15,16,10,15,18,12,11
ESC_GA6054AA,Ec15764,traces-0nZkzpG;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6054AA,,404,ST14 Cplx,,,14,14,10,14,17,7,74
ESC_GA6056AA,Ec27079,traces-0dKIHds;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6056AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_GA6060AA,Ec25060,traces-0uORqht;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6060AA,,93,ST168 Cplx,A,,6,11,4,10,7,8,6
ESC_GA6061AA,Ec6314,traces-0IrMNdp;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6061AA,,117,,ABD,,20,45,41,43,5,32,2
ESC_GA6062AA,Ec2017,traces-0xbvymD;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6062AA,,3,ST20 Cplx,B1,,6,4,3,7,7,7,6
ESC_GA6063AA,Ec14208,traces-0jVSHFG;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6063AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_GA6064AA,Ec26166,traces-0PtDTkQ;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6064AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_GA6066AA,Ec6868,traces-0delPEt;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6066AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_GA6067AA,Ec26987,traces-0iZKvRh;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6067AA,,1147,,B1,,6,4,4,18,135,7,6
ESC_GA6068AA,Ec27127,traces-0EvluWS;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6068AA,,3,ST20 Cplx,B1,,6,4,3,7,7,7,6
ESC_GA6069AA,Ec23331,traces-0jaLalE;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6069AA,,7444,ST11 Cplx,,,29,12,8,12,15,567,2
ESC_GA6071AA,Ec24680,traces-0SCtuSN;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6071AA,,21,ST29 Cplx,B1,,16,4,12,16,9,7,7
ESC_GA6072AA,Ec24097,traces-0TOblMG;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6072AA,,7444,ST11 Cplx,,,29,12,8,12,15,567,2
ESC_GA6073AA,Ec26729,traces-0KKFlsR;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6073AA,,29,ST29 Cplx,B1,,6,4,12,16,9,7,7
ESC_GA6076AA,Ec25603,traces-0XliBRc;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6076AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_GA6077AA,Ec15757,traces-0ZtNfFw;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6077AA,,130,ST31 Cplx,D,,18,22,20,6,5,5,4
ESC_GA6079AA,Ec8045,traces-0AvCFeP;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6079AA,,19,,ABD,,15,16,10,15,18,12,11
ESC_GA6083AA,Ec26274,traces-0jTIxEd;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6083AA,,7443,,,,10,883,4,814,92,8,2
ESC_GA6084AA,Ec25222,traces-0Bctyfw;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6084AA,,93,ST168 Cplx,A,,6,11,4,10,7,8,6
ESC_GA6088AA,Ec14001,traces-0ysiZms;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6088AA,,29,ST29 Cplx,B1,,6,4,12,16,9,7,7
ESC_GA6090AA,Ec27396,traces-0EyUOEJ;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6090AA,,7442,,,,10,1023,4,8,8,8,534
ESC_GA6093AA,Ec2021,traces-0tKeiKC;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6093AA,,3,ST20 Cplx,B1,,6,4,3,7,7,7,6
ESC_GA6096AA,Ec23631,traces-0XGiIkp;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6096AA,,48,ST10 Cplx,A,,6,11,4,8,8,8,2
ESC_GA6098AA,Ec12823,traces-0JDSbxP;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6098AA,,20,ST20 Cplx,B1,,6,4,3,18,7,7,6
ESC_GA6099AA,Ec23601,traces-0LfKPfA;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F.X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6099AA,,29,ST29 Cplx,B1,,6,4,12,16,9,7,7
ESC_GA6103AA,Ec25371,traces-0YbdQcZ;ILLUMINA;Paired;;NA;Uploaded,Human,Human,,,,,,Europe,France,,,,,,,"F. X. Weill, Institut Pasteur",Escherichia coli,,,,,,,,,,,,,5/29/17,12/1/17,ESC_GA6103AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_GA7554AA,15F001279,ERR2019150;ILLUMINA;Paired;300;ERX2078402;SRA,Livestock,Bovine,Bos taurus; animal,2015,,,,Europe,France,,,,,46.227641,2.213752,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB21546,ERP023807,SAMEA104142869,ERS1801887,6/30/17,6/29/17,ESC_GA7554AA,,648,ST648 Cplx,,,92,4,87,96,70,58,2
ESC_GA7557AA,15F001188,ERR2019147;ILLUMINA;Paired;300;ERX2078399;SRA,Livestock,Swine,Sus scrofa domesticus; Fattening pig,2015,,,,Europe,France,,,,,46.227638,2.213749,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB21546,ERP023807,SAMEA104142866,ERS1801884,6/30/17,6/29/17,ESC_GA7557AA,,744,ST10 Cplx,,,10,11,135,8,8,8,2
ESC_GA9439AA,41917,traces-0HvZwUz;ILLUMINA;Paired;;NA;Uploaded,Livestock,Bovine,,2015,,,,Europe,France,,,,,,,R Bonnet,Escherichia coli,,,,,,,,,,,,,8/15/17,2/17/18,ESC_GA9439AA,,7576,,ABD,,12,58,54,344,1,583,47
ESC_GA9999AA,16019704_S34_L001_R1_001,ERR2091391;ILLUMINA;Paired;234;ERX2148185;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205983,ERS1865001,8/22/17,8/21/17,ESC_GA9999AA,,93,ST168 Cplx,A,,6,11,4,10,7,8,6
ESC_HA0000AA,16019702_S33_L001_R1_001,ERR2091390;ILLUMINA;Paired;238;ERX2148184;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205982,ERS1865000,8/22/17,8/21/17,ESC_HA0000AA,,38,ST38 Cplx,D,,4,26,2,25,5,5,19
ESC_HA0001AA,16019085_S32_L001_R1_001,ERR2091389;ILLUMINA;Paired;233;ERX2148183;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205981,ERS1864999,8/22/17,8/21/17,ESC_HA0001AA,,746,ST10 Cplx,A,,10,7,4,8,12,8,2
ESC_HA0003AA,16018874_S30_L001_R1_001,ERR2091387;ILLUMINA;Paired;267;ERX2148181;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205979,ERS1864997,8/22/17,8/21/17,ESC_HA0003AA,,93,ST168 Cplx,A,,6,11,4,10,7,8,6
ESC_HA0004AA,16018634_S29_L001_R1_001,ERR2091386;ILLUMINA;Paired;245;ERX2148180;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205978,ERS1864996,8/22/17,8/21/17,ESC_HA0004AA,,38,ST38 Cplx,D,,4,26,2,25,5,5,19
ESC_HA0007AA,16009950_S26_L001_R1_001,ERR2091383;ILLUMINA;Paired;253;ERX2148177;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205975,ERS1864993,8/22/17,8/21/17,ESC_HA0007AA,,57,ST350 Cplx,AxB1,,6,31,5,28,1,1,2
ESC_HA0009AA,16009678_S24_L001_R1_001,ERR2091381;ILLUMINA;Paired;259;ERX2148175;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205973,ERS1864991,8/22/17,8/21/17,ESC_HA0009AA,,5363,ST10 Cplx,A,,10,672,4,8,8,8,2
ESC_HA0010AA,16009664_S23_L001_R1_001,ERR2091380;ILLUMINA;Paired;267;ERX2148174;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205972,ERS1864990,8/22/17,8/21/17,ESC_HA0010AA,,4512,,AxB1,,6,282,230,1,8,8,311
ESC_HA0011AA,16009415_S22_L001_R1_001,ERR2091379;ILLUMINA;Paired;252;ERX2148173;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205971,ERS1864989,8/22/17,8/21/17,ESC_HA0011AA,,212,,AxB1,,6,29,4,18,11,8,6
ESC_HA0019AA,16005224_S14_L001_R1_001,ERR2091371;ILLUMINA;Paired;242;ERX2148165;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205963,ERS1864981,8/22/17,8/21/17,ESC_HA0019AA,,10,ST10 Cplx,A,,10,11,4,8,8,8,2
ESC_HA0021AA,16004978_S12_L001_R1_001,ERR2091369;ILLUMINA;Paired;242;ERX2148163;SRA,Poultry,Avian,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205961,ERS1864979,8/22/17,8/21/17,ESC_HA0021AA,,155,ST155 Cplx,B1,,6,4,14,16,24,8,14
ESC_HA0034AA,DTU2017-858-PRJ1111-Escherischia-coli-360-16057231_S39_L001_R1_001,ERR2091356;ILLUMINA;Paired;198;ERX2148150;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205948,ERS1864966,8/22/17,8/21/17,ESC_HA0034AA,,2701,ST206 Cplx,,,6,7,5,1,8,251,2
ESC_HA0035AA,DTU2017-857-PRJ1111-Escherischia-coli-360-16057230_S38_L001_R1_001,ERR2091355;ILLUMINA;Paired;200;ERX2148149;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205947,ERS1864965,8/22/17,8/21/17,ESC_HA0035AA,,212,,AxB1,,6,29,4,18,11,8,6
ESC_HA0036AA,DTU2017-856-PRJ1111-Escherischia-coli-360-16057220_S37_L001_R1_001,ERR2091354;ILLUMINA;Paired;170;ERX2148148;SRA,Poultry,Avian,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205946,ERS1864964,8/22/17,8/21/17,ESC_HA0036AA,,155,ST155 Cplx,B1,,6,4,14,16,24,8,14
ESC_HA0047AA,DTU2017-845-PRJ1111-Escherischia-coli-360-16046789_S26_L001_R1_001,ERR2091343;ILLUMINA;Paired;199;ERX2148137;SRA,Poultry,Poultry,Gallus gallus; Broiler meat,2016,,,,Europe,France,,,,,46.2276,2.2137,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",Escherichia coli,,,,,,,,,PRJEB22091,ERP024422,SAMEA104205935,ERS1864953,8/22/17,8/21/17,ESC_HA0047AA,,212,,AxB1,,6,29,4,18,11,8,6
