"Uberstrain","Name","Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.","Source.Niche","Source.Type","Source.Details","Collection.Year","Collection.Month","Collection.Day","Collection.Time","Continent","Country","Region","District","City","Post.Code","Latitude","Longitude","Lab.Contact","Species","Serological.Group","Serotype","EcoR.Cluster","Path.Nonpath","Simple.Patho","Simple.Disease","Comment","Bio.Project.ID","Project.ID","Disease","Sample.ID","Secondary.Sample.ID","Date.Entered","Release.Date","Barcode","Differences","ST","ST.Complex","Lineage","Subspecies","adk","fumC","gyrB","icd","mdh","purA","recA"
"ESC_GB5268AA","K18","SRR25567545;ILLUMINA;Paired;;SRX21296320;SRA","Human","Human","Homo sapiens; blood culture",2015,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887242","SRS18545608","2023-08-15","2023-08-08","ESC_GB5268AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5269AA","K17","SRR27187026;OXFORD_NANOPORE;Single;;SRX22867234;SRA,SRR25567546;ILLUMINA;Paired;;SRX21296319;SRA","Human","Human","Homo sapiens; blood culture",2015,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887241","SRS18545607","2023-08-15","2023-08-08","ESC_GB5269AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5270AA","K16","SRR25567547;ILLUMINA;Paired;;SRX21296318;SRA","Human","Human","Homo sapiens; blood culture",2015,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887240","SRS18545606","2023-08-15","2023-08-08","ESC_GB5270AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5271AA","K12","SRR25567548;ILLUMINA;Paired;;SRX21296317;SRA","Human","Human","Homo sapiens; blood culture",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887239","SRS18545605","2023-08-15","2023-08-08","ESC_GB5271AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5272AA","K11","SRR25567549;ILLUMINA;Paired;;SRX21296316;SRA","Human","Human","Homo sapiens; blood culture",2018,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887238","SRS18545604","2023-08-15","2023-08-08","ESC_GB5272AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5273AA","K10","SRR27187027;OXFORD_NANOPORE;Single;;SRX22867233;SRA,SRR25567550;ILLUMINA;Paired;;SRX21296315;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887237","SRS18545603","2023-08-15","2023-08-08","ESC_GB5273AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5274AA","K9","SRR25567551;ILLUMINA;Paired;;SRX21296314;SRA,SRR27187028;OXFORD_NANOPORE;Single;;SRX22867232;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887236","SRS18545602","2023-08-15","2023-08-08","ESC_GB5274AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5275AA","EC12","SRR25567552;ILLUMINA;Paired;;SRX21296313;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887200","SRS18545601","2023-08-15","2023-08-08","ESC_GB5275AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5276AA","K8","SRR27187029;OXFORD_NANOPORE;Single;;SRX22867231;SRA,SRR25567553;ILLUMINA;Paired;;SRX21296312;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887235","SRS18545600","2023-08-15","2023-08-08","ESC_GB5276AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5277AA","K7","SRR25567554;ILLUMINA;Paired;;SRX21296311;SRA,SRR27187030;OXFORD_NANOPORE;Single;;SRX22867230;SRA","Human","Human","Homo sapiens; blood culture",2017,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887234","SRS18545599","2023-08-15","2023-08-08","ESC_GB5277AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5278AA","K6","SRR27187032;OXFORD_NANOPORE;Single;;SRX22867228;SRA,SRR25567555;ILLUMINA;Paired;;SRX21296310;SRA","Human","Human","Homo sapiens; blood culture",2016,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887233","SRS18545598","2023-08-15","2023-08-08","ESC_GB5278AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5279AA","K5","SRR25567556;ILLUMINA;Paired;;SRX21296309;SRA,SRR27187033;OXFORD_NANOPORE;Single;;SRX22867227;SRA","Human","Human","Homo sapiens; blood culture",2016,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887232","SRS18545597","2023-08-15","2023-08-08","ESC_GB5279AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5280AA","K4","SRR27187034;OXFORD_NANOPORE;Single;;SRX22867226;SRA,SRR25567557;ILLUMINA;Paired;;SRX21296308;SRA","Human","Human","Homo sapiens; blood culture",2015,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887231","SRS18545596","2023-08-15","2023-08-08","ESC_GB5280AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5281AA","K3","SRR27187035;OXFORD_NANOPORE;Single;;SRX22867225;SRA,SRR25567558;ILLUMINA;Paired;;SRX21296307;SRA","Human","Human","Homo sapiens; blood culture",2015,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887230","SRS18545595","2023-08-15","2023-08-08","ESC_GB5281AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5282AA","EC41","SRR25567559;ILLUMINA;Paired;;SRX21296306;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887229","SRS18545594","2023-08-15","2023-08-08","ESC_GB5282AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5283AA","EC40","SRR25567560;ILLUMINA;Paired;;SRX21296305;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887228","SRS18545593","2023-08-15","2023-08-08","ESC_GB5283AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5284AA","EC39","SRR27187036;OXFORD_NANOPORE;Single;;SRX22867224;SRA,SRR25567561;ILLUMINA;Paired;;SRX21296304;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887227","SRS18545592","2023-08-15","2023-08-08","ESC_GB5284AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5285AA","EC38","SRR25567562;ILLUMINA;Paired;;SRX21296303;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887226","SRS18545591","2023-08-15","2023-08-08","ESC_GB5285AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5286AA","EC11","SRR25567563;ILLUMINA;Paired;;SRX21296302;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887199","SRS18545590","2023-08-15","2023-08-08","ESC_GB5286AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5287AA","EC37","SRR25567564;ILLUMINA;Paired;;SRX21296301;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887225","SRS18545589","2023-08-15","2023-08-08","ESC_GB5287AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5288AA","EC36","SRR25567565;ILLUMINA;Paired;;SRX21296300;SRA,SRR27187037;OXFORD_NANOPORE;Single;;SRX22867223;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887224","SRS18545588","2023-08-15","2023-08-08","ESC_GB5288AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5289AA","EC35","SRR25567566;ILLUMINA;Paired;;SRX21296299;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887223","SRS18545587","2023-08-15","2023-08-08","ESC_GB5289AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5290AA","EC34","SRR25567567;ILLUMINA;Paired;;SRX21296298;SRA,SRR27187038;OXFORD_NANOPORE;Single;;SRX22867222;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887222","SRS18545586","2023-08-15","2023-08-08","ESC_GB5290AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5291AA","EC33","SRR25567568;ILLUMINA;Paired;;SRX21296297;SRA,SRR27187039;OXFORD_NANOPORE;Single;;SRX22867221;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887221","SRS18545585","2023-08-15","2023-08-08","ESC_GB5291AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5292AA","EC32","SRR25567569;ILLUMINA;Paired;;SRX21296296;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887220","SRS18545584","2023-08-15","2023-08-08","ESC_GB5292AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5293AA","EC31","SRR25567570;ILLUMINA;Paired;;SRX21296295;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887219","SRS18545583","2023-08-15","2023-08-08","ESC_GB5293AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5294AA","EC30","SRR25567571;ILLUMINA;Paired;;SRX21296294;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887218","SRS18545582","2023-08-15","2023-08-08","ESC_GB5294AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5295AA","EC29","SRR27187040;OXFORD_NANOPORE;Single;;SRX22867220;SRA,SRR25567572;ILLUMINA;Paired;;SRX21296293;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887217","SRS18545581","2023-08-15","2023-08-08","ESC_GB5295AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5296AA","EC28","SRR27187041;OXFORD_NANOPORE;Single;;SRX22867219;SRA,SRR25567573;ILLUMINA;Paired;;SRX21296292;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887216","SRS18545580","2023-08-15","2023-08-08","ESC_GB5296AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5297AA","EC10","SRR27187042;OXFORD_NANOPORE;Single;;SRX22867218;SRA,SRR25567574;ILLUMINA;Paired;;SRX21296291;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887198","SRS18545579","2023-08-15","2023-08-08","ESC_GB5297AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5298AA","EC27","SRR25567575;ILLUMINA;Paired;;SRX21296290;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887215","SRS18545578","2023-08-15","2023-08-08","ESC_GB5298AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5299AA","EC26","SRR25567576;ILLUMINA;Paired;;SRX21296289;SRA,SRR27187014;OXFORD_NANOPORE;Single;;SRX22867246;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887214","SRS18545577","2023-08-15","2023-08-08","ESC_GB5299AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5300AA","EC25","SRR27187015;OXFORD_NANOPORE;Single;;SRX22867245;SRA,SRR25567577;ILLUMINA;Paired;;SRX21296288;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887213","SRS18545576","2023-08-15","2023-08-08","ESC_GB5300AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5301AA","EC24","SRR27187016;OXFORD_NANOPORE;Single;;SRX22867244;SRA,SRR25567578;ILLUMINA;Paired;;SRX21296287;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887212","SRS18545575","2023-08-15","2023-08-08","ESC_GB5301AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5302AA","EC23","SRR25567579;ILLUMINA;Paired;;SRX21296286;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887211","SRS18545574","2023-08-15","2023-08-08","ESC_GB5302AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5303AA","EC22","SRR27187017;OXFORD_NANOPORE;Single;;SRX22867243;SRA,SRR25567580;ILLUMINA;Paired;;SRX21296285;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887210","SRS18545573","2023-08-15","2023-08-08","ESC_GB5303AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5304AA","EC21","SRR25567581;ILLUMINA;Paired;;SRX21296284;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887209","SRS18545572","2023-08-15","2023-08-08","ESC_GB5304AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5305AA","EC20","SRR25567582;ILLUMINA;Paired;;SRX21296283;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887208","SRS18545571","2023-08-15","2023-08-08","ESC_GB5305AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5306AA","EC19","SRR27187018;OXFORD_NANOPORE;Single;;SRX22867242;SRA,SRR25567583;ILLUMINA;Paired;;SRX21296282;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887207","SRS18545570","2023-08-15","2023-08-08","ESC_GB5306AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5307AA","EC18","SRR25567584;ILLUMINA;Paired;;SRX21296281;SRA,SRR27187019;OXFORD_NANOPORE;Single;;SRX22867241;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887206","SRS18545569","2023-08-15","2023-08-08","ESC_GB5307AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5308AA","EC9","SRR25567585;ILLUMINA;Paired;;SRX21296280;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887197","SRS18545568","2023-08-15","2023-08-08","ESC_GB5308AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_GB5309AA","EC7","SRR27187043;OXFORD_NANOPORE;Single;;SRX22867217;SRA,SRR25567586;ILLUMINA;Paired;;SRX21296279;SRA","Human","Human","Homo sapiens; blood culture",2021,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"National Public Health Center","Escherichia coli","","",NA,"","","","","PRJNA1003301","SRP453959","","SAMN36887196","SRS18545567","2023-08-15","2023-08-08","ESC_GB5309AA",NA,131,"ST131 Cplx","B2",NA,53,40,47,13,36,28,29
"ESC_HB0544AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630842;ILLUMINA;Paired;;ERX11032965;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939715","ERS15933970","2023-09-16","2023-09-15","ESC_HB0544AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0546AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630818;ILLUMINA;Paired;;ERX11032941;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939713","ERS15933968","2023-09-16","2023-09-15","ESC_HB0546AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0549AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630797;ILLUMINA;Paired;;ERX11032920;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939710","ERS15933965","2023-09-16","2023-09-15","ESC_HB0549AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0550AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630789;ILLUMINA;Paired;;ERX11032912;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939893","ERS15934148","2023-09-16","2023-09-15","ESC_HB0550AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0552AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630502;ILLUMINA;Paired;;ERX11032625;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939891","ERS15934146","2023-09-16","2023-09-15","ESC_HB0552AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0554AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630483;ILLUMINA;Paired;;ERX11032606;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939708","ERS15933963","2023-09-16","2023-09-15","ESC_HB0554AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0557AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630460;ILLUMINA;Paired;;ERX11032583;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939698","ERS15933953","2023-09-16","2023-09-15","ESC_HB0557AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0558AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630452;ILLUMINA;Paired;;ERX11032575;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939697","ERS15933952","2023-09-16","2023-09-15","ESC_HB0558AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0565AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630360;ILLUMINA;Paired;;ERX11032483;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939704","ERS15933959","2023-09-16","2023-09-15","ESC_HB0565AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0567AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630339;ILLUMINA;Paired;;ERX11032462;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939702","ERS15933957","2023-09-16","2023-09-15","ESC_HB0567AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0570AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630290;ILLUMINA;Paired;;ERX11032413;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939699","ERS15933954","2023-09-16","2023-09-15","ESC_HB0570AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0573AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630257;ILLUMINA;Paired;;ERX11032380;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939694","ERS15933949","2023-09-16","2023-09-15","ESC_HB0573AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0574AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630246;ILLUMINA;Paired;;ERX11032369;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939693","ERS15933948","2023-09-16","2023-09-15","ESC_HB0574AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0577AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630221;ILLUMINA;Paired;;ERX11032344;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939690","ERS15933945","2023-09-16","2023-09-15","ESC_HB0577AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0578AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630212;ILLUMINA;Paired;;ERX11032335;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939689","ERS15933944","2023-09-16","2023-09-15","ESC_HB0578AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
"ESC_HB0580AA","ATCC_25922 [DSM 1103, NCIB 12210]","ERR11630185;ILLUMINA;Paired;;ERX11032308;SRA","","","",2022,NA,NA,NA,"Europe","Hungary","","","",NA,NA,NA,"elkh brc","Escherichia coli","","",NA,"","","","","PRJEB63210","ERP148363","","SAMEA113939687","ERS15933942","2023-09-16","2023-09-15","ESC_HB0580AA",NA,73,"ST73 Cplx","B2",NA,36,24,9,13,17,11,25
